AUTHOR,TITLE,REVIEW,RATING,AUTHOR_ID
lj-49679, Best Trilogy horror movie !!,This movie is no less perfect than the last two movies  the conjuring is the best trilogy horror movie ever made !!!!,10.0,1886
iRumorhz_, 8/10,Ratings out of 5:Enjoyment - 4.5Beginning - 4.5Ending - 4Characters 5Story - 4.5Negatives:-Although there were a few jump scares and scary moments i wish it was more scary. But it still was a good horror-It felt a little too long-I didnt enjoy the villain tbhPositives:-The beginning was really good it was intense and scary-The story was amazing and unique. It is very different to the two previous movies and it was refreshing-I love the characters mainly Ed and Loraine. Their relationship is great to watch and tbh without them this would no way be as good as it was-Great acting and performances from everyone-Enjoyable throughout i wasnt bored at all-I think this is better than the previous two moviesOverall rating out of 10: 8.,8.0,1887
jodiekeegans, Great film,Really enjoyed this film. If you live the conjuring films you will love this. It really made me jump and loved the change in the jump scares.,10.0,1888
equispepizarro, Exceeded my expectations,The Conjuring 3 did not expect much for the direction of Michael chavez in the curse of la llorona But I am surprised that it is well done you have very well formulated scares some heavy but it was good It maintains the suspense until the end The performance of Vera and Patrick is really incredible This story led the Warren to explore other things outside of haunted houses such as Courts morgues Tunnels this sequel if it completely changes what the previous sequels were we can even see Flashbacks of the Warren in their youth this movie It is really amazing not as much as the first one but it does not disappoint.,10.0,1889
jasongkgreen, Decent Follow Up..,"Im a fan of the Conjuring universe. You kind of know what your going to get. Well produced slick horrors with reasonable stories jump scares and well timed discordant music. They are well done.It seems the best is saved for The Conduring editions. Number 1 is a classic 2 is decent and this number 3 is a really decent love child.The production and cast are excellent Vera Farmiga I generally find a pleasure to watch Patrick Wilson adds well and is comfortable in the role.The film has some good pace and a decent story helped as always by the tenuous link to a ""based on a true story"" which always adds to these films. I think it could benefit from the tradtional horror ""no more that 1.5hrs"" and felt a little long and nearly 2 hours but not overly under-edited.Overall if you are a horror fan this will give you what you need and I suspect will become a pretty popular Horror in this excellent fanchise.Recommendation: Decent watch for Horror fans.",7.0,1890
aaaasvghhtsxc, More of the Warrens = the best yet,The best Conjuring movie so far. The scale feels amazingly higher than one and two.,10.0,1891
dan_blessed_be, Amazing,Really enjoyed this best film so far. Cant fault it!,10.0,1892
pnwyet, Just watched it,Its was amazing not so many jumpscares but i didnt mind. Such a teary ending loved it.,9.0,1893
conn-57441, A decent sequel.... without the scares!,After watching the The Conjuring: Devil made me do it at an early screening last night I have to admit I was a little disappointed that it didnt live up to the expectations of the previous two films in the main trilogy ( however it stands tall over the spin offs so dont worry there).To start off with what I did like the direction in this instalment is a nice change of pace. With the Warrens looking to save a man on death row after supposedly killing an individual while possessed by a demon. Without going into spoilers the plot shakes things up a bit from the previous two films with the likes of Satanic cults and more or a detective style approach.I personally would of loved to see more of a focus on the court side of the case and the reaction of the defendants plea it would of been a really refreshing direction for this film but what we get still isnt bad.The Warrens are still great in this film with both Patrick Wilson and Vera Farmiga having a real chemistry on screen and still being one of the most lovable protagonists in horror media in a long time.However with all this said I believe this horror film does fail in one department and that is in its scares.Its a shame to say as I believe the previous two instalments had some unique moments of terror.Whereas in this film most moments are so easily telegraphed to an obvious jumpscare that you can see a mile away or more unique set pieces unfortunately spoilt by the trailers.With all that said this is still a decent sequel just not the terrifying sequel I had hoped for!,7.0,1894
ethanc-23788, A horror movie with a heart,A thrilling third movie in a set of terrific films. It is directed beautifully and the always charming Vera Farmiga and Patrick Wilson take centre stage in this one more that any so far.,10.0,1895
nahyaaba, Something different and better to watch.,The conjuring the devil made me do it takes a different direction from the first 2 movies and moves away from the haunted house which was basically the only thing used. This movie is way more interesting as it always changes the atmosphere and doesnt just use a haunted house.,10.0,1896
LSUK, An above average addition to the Conjuring universe!,After watching this I can safely say this is one of the better Conjuring movies. The quality was definitely above average compared to other Conjuring movies. The first exorcism scene alone had some amazing camera-work effects and acting.It felt like the creators were a tad more aggressive with the scenes in this movie. Some of the characters get thrown around a lot more which does help make it feel a lot more authentic. Special mention to Julian Hilliard (who plays David) - he definitely has some pretty physical scenes and he did very well to make them feel authentic. Great bit of acting on his part!The story in this movie felt very polished and was portrayed well. It felt a lot more story-driven compared to other Conjuring movies and had more depth compared to others too. The horror elements are the usual Conjruing-esque jumpscares with the occasional creepy and eerie scene which definitely grabs your attention. I must say though the effects used to show the exorcisms looked amazing. The body contortions were very well done and really creeped me out!Overall an above-average addition to the Conjuring universe. Acting is great as always and a well thought out story really gave them the space to shine. No out of this world scares or anything like that (its a Conjuring movie so you know what youre in for) but definitely worth a watch in my opinion!,8.0,1897
joe-collins91, Nail biting suspense and in-your-faces scares makes this a worthy sequel,The Conjuring: The Devil Made Me Do It is the third entry in The Conjuring film series (and the 8th part of The Conjuring Universe): Helmed by Michael Chaves who directed The Curse of La Llorona (an earlier and less well-received spinoff). James Wan is a co-writer and executive producer for the first time so no doubt many critics will be keeping a keen eye on Chaves as he takes the series in a new direction.The story is based on the case of Arne Cheyenne Johnson a young man who murdered his landlord and claimed that demonic forces made him commit the act. Vera Farmiga and Patrick Wilson return as ghost-hunting supremes Ed and Lorraine Warren who set out to make sense of the case and prove that demons can and do in fact take possession of people whilst convincing the high court that supernatural forces can be used as mitigating circumstances.The formula for the third entry moves away from the haunted house tropes that drove the narrative of the first two films and veers towards the possession court room drama/crime investigation and witchcraft theme and as such the film feels fresh (how many more times do we really want to see Ed and Lorraine poke around old and dusty houses?). Wilson and Farmiga prove once again that their presence is what makes these films so enjoyable and watchable. Amongst the jump scares and deafening score they offer substance and an element of humanity that really makes you root for their characters. This time around we learn even more about the Warrens how they met and how these cases affect them on a physical and emotional level. Farmiga as Lorraine Warren in particular is put through the wringer and takes centre stage. A phenomenal performer who can act her way out of a paper bag she offers one of the best character drives in the series.After a particularly intense opening scene involving the exorcism of a young boy (with nods and throwbacks to William Peter Blattys original Exorcist) complete with some body horror that would have Cronenberg wincing the story moves along swiftly onto the case of Johnson who believes that a demon is responsible for the downward spiral his life has taken. The same demon is alleged to have caused the possession of the young brother of his girlfriend and so Ed and Lorraine Warren are drafted in to solve the mystery. The set pieces are what youd expect from The Conjuring universe with the camera panning away in some dark and dimly lit basement or morgue before a big reveal that hits you square in the face like a crescendo. Unlike Chaves previous effort this one comes with greater care for the scares with the tension mounted up to extreme lengths and therefore the payoff feel earned. The central performances also add a layer of craftsmanship which makes up for the cheapness of some of the earlier spinoff entries. Ruairi OConnor gives a moody performance as Johnson and really captures the sense of dread and unnerving unknowing that befalls a character that faces a life behind bars if the burden of proof is not challenged. Alongside genre greats such as Wilson and Farmiga he more than carries the film when required to do so. The score from Joseph Bishara (who penned the score for both Conjuring films and Wans other ghost spinner Insidious) is a powerhouse of orchestral greatness with shrieking violins coming to life when the scares are meant to catch you off guard. The ingredients all form together to deliver yet another fantastic Conjuring film.If I had to give some criticism then the ending is a little slapdash and the resolve is a little sloppy and the final antagonist isnt particularly scary however by that point most people will be entirely entertained so you are likely to still come away smiling (or screaming).,8.0,1898
dragonlord-77417, Best movie in the franchise,Solid writing and movie in general gives the chills without trying too hard like so many movies in the genre.,10.0,1899
AdrenalinDragon, Alright sequel could be worse,Maybe Im starting to get a bit of fatigue from these Demonic/Exorcism films but it was just alright. Nothing groundbreaking and plays things straight but fairly competently shot and well executed effects. If anything the Warrens are what kept me going from start to finish. Without them it definitely wouldnt be nearly as good. The weakest of the three main Conjuring movies pretty easily though. Perhaps James Wan needs to come back. That being said could be worse.6/10.,6.0,1900
DoreaBlack, Very good,It was different from the previous Conjuring films but it was a nice change. The film did not stick 100% to the Johnson case but the addition of witchcraft made the storyline even scarier and quite absorbing. Also great acting performances. Little Julian Hilliard is very talented.,8.0,1901
biancasofiapsilva, THE MOST INCREDIBLE MOVIE,I loved this one so so much that it became my favorite one of all franchise. Its super different and entertaining. Of course you will see Ed and Lorraine performed by Vera and Patrick who still incredible after 8 years.GO WATCH IT.,10.0,1902
mgwdrmatt," It was okay. If you liked the others, you'll probably like this one.",Its more of what youd expect and it leans hard on old movies like Night of The Demon.,7.0,1903
arated-96629, Come for the horror stay for the story,I really enjoyed this film! While not as scary (in my mind) it really did have characters you care about. For the first time it really does feel the warrens are in danger. The plot is fantastic and i was hooked from the get go. Anothet fantastic entery into the Conjuring Trilogy. While i havent seen the spin offs. Its safe to say that the conjuring trilogy will go down in history as a classic trilogy.,7.0,1904
azamryan, Fine but the weakest of the 3,"The Conjuring: The Devil Made Me Do It""I think its about time they accepted the existence of the Devil.""I got an exclusive early screening to see the newest and latest Conjuring film and Ive overall simply liked the first two but what did I think of this...What I liked was the plot was actually different they took a new approach with these characters and gave them a problem we havent seen them dealt with before and it was nice to see that. All performances were great they all did their best. There was a great creative scene which actually gave me chills and there were some nice shots but only a few...What I didnt like was the CGI was unfinished it was awful to look at. Also there were moments that couldve been better executed or better written they just felt a little lazy and brushed over. Ill be honest out of all 3 films this is the least scariest one no jump scare got me and the one thing that gave me chills was more of a ""Cool"" moment. I just wasnt scared not even once. I also thought the direction was boring James Wan added so much to the other two films with his directing talent but this director... just felt like plain bread. James Wan shouldve directed this.Overall I thought this was just fine a cool interesting turn in events for the main characters but lacking with any scares and boring bland direction made it the weakest of the three films. Im giving The Conjuring: The Devil Made Me Do It ⭐⭐1/2.",5.0,1905
travisawsome, It was watchable nothing more nothing less,The devil made me do it is more of a drama than horror. With a few jump scares in between. Saying this the film did keep me so indulged and I was itching to know what happened next.,7.0,1906
anisen-undefined, First-rate performances and a gem of a film,Honestly I landed on the film last night browsing titles on Netflix because of Lily James - having known nothing else about the film from before (I usually skip trailers these days) but that she was in the cast was a huge draw for me - and found immense pleasure in this gem of a film. From Carey Mulligan and Ralph Fiennes to Ben Chaplin and Archie Barnes the performances are all first-rate. The real-life story is told with great finesse and filmed earnestly with a keen eye for production details. I have to say even some of the lesser moments from the film shall stay with me for long its appeal is that strong.,8.0,1907
themadmovieman," An enthralling slow-burner that uses patient, understated character drama to fantastic effect",An intriguing little piece of British history The Dig tells a slow-burning story with understated and genuine drama throughout turning what could have been a rather dry tale of archaeology into a genuinely gripping character drama. Its historical context takes a little while to become fully relevant but ultimately The Dig really proves itself as a captivating watch.One of the things that I really liked about The Dig was its patience. Never dragging yet never rushing the film takes its time to build up all of its main strengths from its characters their emotional back stories and the overarching historical context of the outbreak of World War II.Complete with elegant camerawork a beautiful score and impressively atmospheric direction that makes it an eye-catching watch from the first few moments The Dig has enough confidence and depth to keep you engrossed even if its story isnt advancing apace something thats a lot harder to pull off than you may think.One of the big reasons that the films patient pacing and style work so well is because of its understated genuine drama. With calm yet fully convincing performances across the board particularly from Ralph Fiennes and Carey Mulligan this isnt a showy period drama by any means but eases you into a story about real people making them the centre of attention far more than the historical significance of the event.Im not particularly well-versed in archaeology and I didnt know about this discovery before watching this film. I think that might be the case for many other people but the great thing about The Dig is that its primarily a character-driven drama and one that uses emotional intrigue to bring you closer to the story at hand and allow you to appreciate its importance.One element where the film does seem to falter is in its use of the historical backdrop of the lead-up to World War II. Set in the summer months of 1939 before the outbreak of war there are sporadic references to the coming conflict through the first two acts of the movie but they dont seem to bear much relevance to this story about an archaeological find.However the film slowly begins to unveil how the historical context plays into its characters personal lives and the fate of the dig itself with dramatic focus shifting significantly in the final act but just at the right point that the sudden arrival of the war into everyday life feels just like what it would have been like to experience it first-hand taking over everything seemingly normal in an instant.As a result while the historical backdrop seems almost contrived at first it really comes good as the film progresses another demonstration of how the patience of The Dig really plays into its hands throughout.,8.0,1908
ceyda1811, A Real Story,There is a lot I can say about this film but Ill keep it short.If you love simple stories being told in a beautiful and clear manner and if you like Archaeology then this is the film for you. All of the actors have done a wonderful job.,8.0,1909
robertasmith," A well written, acted and directed story",So rare to watch a wonderfully gentle but poignant film. It tugs at the emotions as it tells a largely true. Some liberties are taken with the truth but largely accurate. The real story of Peggy Piggott is fascinating and worth a film in itself. However the real stars of the story are Edith Pretty and Basil Brown portrayed brilliantly by Mulligan and Fiennes. One small criticism is that Carey Mulligan is too young for the part but she carries it off superbly and the performance by Ralph Fiennes is one of the best I have seen in a long time. The whole cast is superb and the backdrop of imminent war is ever present throughout the film. I have visited Sutton Hoo a number of times and studied the excavation and I still marvel at the work Basil Brown did. As an archaeologist myself I can say his work even by todays standards was of the highest order. Many of the academic archaeologists before and after WW2 were useless when it came to excavation and recording it. Basil Brown did everything right and it is fantastic he is at last getting the credit he deserved and that Edith Pretty wanted for him. It is to the great shame of the academic establishment it has taken so long. The film portrays this extremely well.,8.0,1910
miclarke," Well acted, but.....","Some nice performances here and the set-up for a great narrative about archaeology in pre-war Britain and the role that regular citizens played in scientific exploration but something goes awry along the way. The second half of the film focuses on several plotlines that simply did not even exist in the first half of the movie. Something was clearly done here after the first draft of the screenplay. Were sections cut? Were characters added to ""spice it up""? We may never know but the final product feels awkward though its no fault of the cast here.",6.0,1911
johnbirch-2, Beautiful film that took me by surprise it is so good,"This is a superb film that I could watch again and again.Ive been to see the Sutton Hoo treasures many times and have seen the story told on TV from Blue Peter to Horizon so I was looking forward to this... but also slightly worried about it. Films on subjects like this can be either dry or trivial or triumphalist or worthy or just bad.But from the first scenes this film is beautiful. These is no other word. The outdoor scenes (and much of it is outdoors) is just breathtakingly gorgeous at times. This is Suffolk and wow does it look good. If anyone has seen the BBC series ""The Detectorists"" they will get the idea. It captures the big skies of East Anglia so well sun through the early morning mists or even after the rain like works of art. The stage on which the action is set is sumptuous.As for the action - its just so good. Almost dreamlike at times - I found myself thinking of ""The Go-Between"" (also set in Suffolk of course!) with dialogue over the top of action that is not taking place at quite the same time. Hard to describe but its like memories.Some of the film is a shade predictable - the small enthusiast verses the big guy the mismatched couple and a possible tragic love story the childs eye view at times the repressed sexuality of the period - its all there. But it is so well done.The only downside is that this film - this photography - deserves the big screen but most people will now see it on the small. This is such a shame. Its deserved so much more.",10.0,1912
robinalers, A story about nothing,"Ralph Fiennes plays the character beautifully and carries the movie for the first half. Alas not enough to make it interesting.While the start is promising and portrays Basils (Ralph Fiennes) passion and great work halfway through the movie the storyline just switches. What started as an ode to Basils work the importance of the find and Mrs. Prettys trust quickly turned into a story a love story about two characters we hardly care about. Suddenly Basil is nothing more than a sidelined character whos just kind of ""there"". Like the makers of the movie just decided to make a completely different film halfway through.I feel the movie does little more justice to acknowledge Basils work than history has done by not acknowledging it. His importance and find have been overshadowed by a random love story weve all seen before in many other movies and to have sidelined the archeological find and Basils importance for some cheap love story feels wrong.",5.0,1913
Jimmycakes, There was no need for the distracting love triangle.,"I was excited to see a film that portrays 1930s England and Ralph Fiennes and Carey Mulligan are proven actors that bring a unique presence to their films. Archeology might be a tough sell for the premise of a film and it was these actors that drew me in. The first half gets it so right its just about the time period and characters digging while becoming excited as they unearth the past its rather simple yet these actors have no trouble keeping you interested. In fact it was refreshing to see English people presented on screen becoming excited over finding evidence of their ancestors and past to this ancient land given the current hostile attitude towards the English and Celtic peoples by particular political groups and media companies who like to remind us we have little culture and heritage.Then suddenly its as if the writers thought viewers would become bored and in comes a new character a rather modern-behaving ""liberated"" female with her controlling husband inserted into the plot to remind us how women should really behave in the current age as if we needed reminding. The key characters become background noise and you have this love triangle develop the film takes on a different purpose Id rather see more character development between the man who discovered the relics and the museum trying to take credit from the little man.",6.0,1914
barry-180, Great performances in a masterpiece,"We have had Netflix for quite awhile now. But I seldom watch it.For nearly two hours myself and my wife were taken away fromthis terrible pandemic and watched a terrific film about an archaeologicaldiscovery made on the eve of the Second World War at Suffolk in easternEngland. Maybe some of the children or grand-children of some ofthe thousands of American servicemen stationed at the airfields in thisneck of the woods will have been told what beautiful countryside this is.And the film shot on location will show you that not much has changed tothe beauty.The cast is magnificent. Yes this is a slow burner. But it will set your heartsalight.Ralph Fiennes is the ""excavator"" Basil Brown who discovers theremains of an early Anglo Saxon boat from the sixth century  on the landof Edith Pretty a vey sick widow with a Carey Mulligan like Fiennesgiving Academy Award performances.But it is not only the main characters who are superb .Archie Barnes asEdith Prettys young son and Lily James who discovers the first treasurealso put in first rate performances.",10.0,1915
jacoalda, Out of focus and boring,This movie started out well enough with amazing performances by Ralph Fiennes and Carey Mulligan but unfortunately it gets bogged down by the introduction of various characters and unnecessary and excessive focus on their relationships.The relationships from those new characters felt like they lacked proper character development impact and were completely irrelevant to the dig and what was discovered.Also the discovery itself ended up being very disappointing and felt like it didnt need a movie made about it at all.It would have been better if this movie focused much more on the relationship of Edith and Basil with everyone else to the side and the impact of the discovery on their lives rather than the focus being all over the place with several others and their boring relationships.,4.0,1916
carolinejgarnett, Beautiful cinematography,A very moving poignant film. Interesting story but it explored many themes and some subtle undertones going on. We enjoyed it all the way through.,9.0,1917
ronmoonen, Great acting,An unbelievable find on the brink of war. A look into the ancient history of Britain. But the movie is really about the lives of the normal people who discover its secrets. Great acting from the main characters. Especially Fiennes shows us how versatile he really is. Great watch.,9.0,1918
wcbagley-90802, It always comes down to politics,I enjoyed this movie even if the actual find is a backdrop and barely mentioned. I felt it fit because the story was not about the ship or the people who made it it was about the people who discovered it using it as a tool of their own ambitions.Still it is rather slow moving with lots of 21st century pandering.,7.0,1919
azizsalhi-56473," Drama,War,And Relationships",This is a very good movie..if you see the picture from the outside youll say its a story about an Archeologist and his historically important excavation..but if you dig deeper youll find a lot of potential in what the movie is trying to tell you.The relationships between us and the people we lovethe people we dont even know..heck between people in general and how its important to a human being..but that comes with a misunderstandings and conflicts and this happening in a time of war and how that is affecting them..all this has been told in an amazing dramatic way of Brasil Brown who discovered and excavated one of the most important archaeological discoveries of all time of course with that being the main story.The acting by Carey Mulligan was magnificent and Ralph Fiennes was the one for this role and their performance was the outstanding thing in the whole movie.Another thing was good is the editing..theyve done a tremendous job and it was really worth the effort to come up with something like this.Although sometimes there are some side stories that youll find yourself not that interested in them too muchand the storytelling could seem very slow at some points..also theres ups and downs like any other movie.Overall great movieworth watching and i suggest you to see it.,7.0,1920
alangthompson," Starts well, fails soon after",Where were the Sutton Hoo treasures? The helmet for goodness sake - not even a mention of the world famous artefact! Not sure what the point was.,4.0,1921
barob-51973, Heartfelt true story that's set on the eve of WWII,So few movies today capture the emotion and artistry of storytelling better than The Dig. Its based on a true story that was beautifully made. It combines amazing performances by a magnificent ensemble along with majestic cinematography. I absolutely loved this movie and enjoyed every moment. If ever there was a Netflix movie that deserved Oscar consideration this one would be it for me. You will not be disappointed.,9.0,1922
scottjtepper, A bloated mess,The A story was of course The Dig. But then we got the B story about the imminent World War. And then the C D E and F stories. What a bloated mess. Too bad this movie didnt stick to the main event and the B story. It was overwhelmed with distractions and was not successful.Word to the wise: tell the true story not all the other stories that screenwriters imagine must have been going on at the same time.The story of Mr. Brown and Mrs. Pretty and the discovery should not have been buried under all of the other stories that had nothing to do with the discovery.Disappointing.,4.0,1923
sng-patterson, A great story that needed a better script,The film is packed with acting talent - as an audience member you can almost see the rivets popping as they go for that Award...but oh dear. The overall experience is far below expectations because there is so little explanation of the importance of the find. The implications of what they found literally changed history.Who cares if Lily James character has an affair? It is made painfully obvious why. She plays a character who was Britainss best archaeologist: you wouldnt know it from this storyline.So much more could have been explained and we would have loved it. I think they bent time to make Basil (Ralph Fiennes) look heroic but I am not wholly convinced even after this propaganda. Yes the British Museum are bullies...but thank goodness Britain has this world class institution.,3.0,1924
RamseyReviews1," Not a ""hole"" lot to like. Good acting but the story just wasn't interesting enough.",5/10 StarsThey tried to dress this movie up with world war 2 droplets but in the end it bombed. A story about a man and his hole just wasnt entertaining enough for me. Odd sequences of dialogue between characters while the characters were doing mundane things. Almost felt like the movie was just glitching at times.I found myself more interested in the start of world war 2 then I did the dig. Probably because after the first 45 minutes or so it seemed like they were pretty much done with the project and forgot that the movie had another 75 minutes of runtime left.The Dig is a previously untold real life story of an excavator (Basil Brown played by Ralph Fiennes) who is hired by a wealthy widow (Edith Pretty played by Carey Mulligan) dying of cancer to dig up her land in hopes of discovering something historic before World War 2 shuts the country and project down.Id say the biggest problem with this movie was they didnt make the dig itself important enough to the plot. There was little suspense nor was there much build up behind the story. The writers didnt do a good enough job describing why this dig was so important to the characters involved or history in general. They got caught in between making this movie about Basil Brown whos credit for his discovery was lost in history and Edith Pretty who was dying from cancer and wanted to leave behind a legacy for her son and family to be remembered by and the historical importance of the actual findings from the dig itself. They should have picked a lane and drove everything else around it.I did like the acting by the two main characters Mr. Brown and Mrs. Pretty. They both were very intriguing characters in their own right. I just wish I could have had a little bit more from them and less from the side story love affair between 2 randoms that oddly enter the film halfway.I liked the soundtrack and the shots of this small town in England. I liked the aura they were building up as they incorporated scenes of England preparing to fight World War 2. Wish they would have played that urgency up more though. The impending warn in combination with the fact that you now have a character in Brown desperate to make a name for himself with limited time to finish what will end up being the biggest archaeological dig of his life who desperately needs the support and encouragement of a women in Pretty whos health is quickly deteriorating should have made for a good movie. And even though I think they executed it poorly I still think The Dig wasnt half bad. Has its moments especially within that first hour that I enjoyed.Overall I think this movie can be skipped but if you watch it until the end you probably wont be as disappointed as my review will lead you to believe. It will have its moments with the well acted characters. However youll leave it wondering why they didnt execute the story better and probably find yourself to be just down right uninterested in what they did show.,5.0,1925
batfangruskin, I was looking forward to this movie very much,I was very much looking forward to this movie. The prospect of a film based on the discovery of Sutton Hoo starring Ralph Fiennes and Carey Mulligan sounds like the perfect combination. And it starts out promisingly with wonderfully rich period detail and stunning scenery. It becomes clear at once that this is a movie for the patient viewer with its deliberate English dramatic pacing. Where it began to fall short for me is when it became apparent that there was going to be very little done with the fact that Sutton Hoo is perhaps the most significant archaeological site in Britain and its discovery and what was learned from it is an amazing tale. Some of that could have been woven into the narrative just a bit. Otherwise there was very little interpretive value in the film and while it is a drama the stories of the main characters which are told with a bit of artistic license are not very compelling or interesting. The side plots of minor characters even less so. The magnitude of the discovery to me was not successfully conveyed in this movie which is a shame. In the end it is a good British period drama with solid acting adequate writing high production values and beautiful cinematography that just never quite gets to the point it should and could have. For folks who are not fans of British slow burn television it will be mind-numbingly boring.,6.0,1926
sonofthesea-73865, Terrifically moving and heartfelt film,Slower moving reflective films that are to do with grief and loss are not everyones cuppa tea but this little gem is such a film. Its well made subtly acted and I found it rewarding to watch.,9.0,1927
Whoopz, I'm digging it!,The movie was a bit of a culture shock for me. In Denmark we have similar mounds to the one being dug in the movie. Theyre often left untouched as a form for respect to the dead. Whether its a recent law I dont know - but archeological finds in Denmark belong to the state. Always. Its actually illegal to not report findings to a museum because its a national treasure you *technically* dont own it even if its on your land.I enjoy the movie I thought the storytelling was great. The fact that it was based on real events made it even greater. Im digging it!,8.0,1928
flynnflon, Simply Wonderful,I went into this with no knowledge of the events depicted but was thoroughly engaged by the magnificent performances cinematography and screenplay.As others have mentioned the action takes place in the form of subtle dialogue knowing glances and the tension brought upon by an omnipresent looming war. For some it appears this wasnt enough to keep them interested over the course of the film.For me it all added up to a wonderful story and arguably the best Netflix produced fictional movie Ive ever seen.,9.0,1929
jogardiner-92717, Excellent film,A story well told with great performances from all.,10.0,1930
pjkend-11719, It's not really about archaeology,The Dig is not really about archaeology; rather it serves as a backdrop for a quiet and poignant exploration of mortality and legacy at the turn of the second World War. However the ultimate tragedy of the characters and the looming threat of a war in which we know thousands died overshadows any hope that can be gleaned from Basil Browns insistence that we live on and were part of something continuous. By the end of the film it seems Edith Pretty was right in saying We die and we decay.The subtle intelligent performances from Ralph Fiennes and Carey Mulligan and stunning cinematography from Mike Eley of familiar countryside made this film. Archie Barnes (who played Robert Pretty) also put in an impressive performance; his face is one I expect to see in British film in the coming years.What made this movie good when it could have been great was mostly down to a poor unoriginal story decision. The romantic subplot was completely unnecessary and felt chiselled in only adding runtime and pushing the balance of pacing to too slow. Some editing decisions were also not wholly effective choosing to replace shots of dialogue acting I should like to have seen with wider shots of the characters and landscape while the dialogue played under these.This may seem like a more negative review but this film really touched me. We all fail (Basil Brown) will stick with me as the hard but nonetheless comforting lesson of The Dig.,7.0,1931
schmidt-timothy, Over-rated,"First the good. Carey Mulligan and Ralph Finnes are both terrific. The stars are for them. They are two enormously talented actors. However the material meanders. Its very much a run of the mill BBC pot boiler of the kind that Miramax trotted out twice a month in the early 90s with very little to get you excited. The creatives seemed to have picked that up halfway through the script so they added a completely inconsequential love triangle amongst the co-stars and saddled poor Lily James with some terrible situations and silly dialogue. Ben Chaplin and Lily James picking out sleeping arrangements sent me to the fridge for sustenance to bare me through the last 45 minutes. The stakes of the find at the center of the ""action"" are that Anglo Saxon civilization had attained cultural heights in Ipswich much earlier than previously known. That seems to be totally irrelevant to the protagonists. Moments of consequence generally when Careys characters take on the cultural establishment mostly happen off screen. (Ran out of money? Ended up on the cutting room floor?) If the characters the writers and the director dont care about the stakes why should I?",3.0,1932
johnmwpartington, Disappointingly Dull,This should have been a fascinating story about how the Sutton Hoo treasures were uncovered and the politics in society and the museum world at the time. Instead we got a film that started off brightly but quickly drifted off into a number of subplots that didnt go anywhere and dont add anything to the story before petering out. Weird.,6.0,1933
imdb-ikysmoviedatabase, Really good movie,Ive seen some very negative reviews on here for the dig maybe they watched the movie in a rush or just fake reviewing it. This movie is based on the 2007 novel of the same name. I havent read the book but really enjoyed the film. Its an easy watch drama film with great performances and fantastic cinematography. Im sure this movie will be loved by the professional critics ignore the few bad reviews on here and give it a go.,10.0,1934
nazla-sajed, Simple plot with beautiful execution,Remarkable acting stunning cinematography and an all around amazing movie. Thoroughly enjoyed !,10.0,1935
cetaylor-30257, Excellent film,Loved the film having visiting the site it has brought life to the whole story. Wonderful really loved it,10.0,1936
ian_d_hoare, Brought to you by the Netflix marketing department,Considering the potential of the source material the classy cast the accomplished writer and the skilful cinematographer this is a dreadful mess of a film. Packed with cliched sentimental fantasies about rural England between the wars; unfocused with an irrelevant and historically fake romantic subplot tacked on as a crowd-pleasing afterthought; drearily paced ; low in energy; stultifyingly middle-class and devoid of any detectable purpose beyond a purely commercial one.. In places it is laughably bad. You can safely give it a miss in spite of so many positive reviews. I am surprised that the brilliant Carey Mulligan is this desperate for cash.,2.0,1937
porcgi, Disappointed,Such a great subject but the finds were not given hardly any time....and what about the Famous Sutton Hoo helmet...? Not a mention. Ok it focused on relationships with the dig as a backdrop....but still . Fiennes is badly miscast in my opinion...hard to believe in him as a ruddy yokel...he has far too much intelligence behind his eyes...would have been a good role for Sean Bean. Anyway lost interest the last half hour...one to forget.,4.0,1938
willymiranda-43114, Beautiful story telling,Compelling performances from a very strong cast. Country side shown in a beautiful way great camera work,9.0,1939
Red-125, They couldn't just trust the real story.,The Dig (2021) was directed by Simon Stone. It stars Carey Mulligan as Edith Pretty. Mrs. Pretty is a widow who lives on a large estate. She is convinced that theres something of archeological significance on her property. She employ Basil Brown (Ralph Fiennes) to excavate one of the burial mounds. Brown is a skilled and experienced excavator but he has no formal academic training. The result of his efforts can now be seen in the British Museum.This could have been a great movie if director Stone had just worked with what actually happened. Naturally staff of the local museum wanted to direct the excavation as did staff of the British museum. There was an inquest to decide the ownership of the find. World War II was (literally) about to begin. A perfect 90-minute movie. However it ended up being a less-than-perfect 105 minute movie.Thats because director Stone brings in a (fictitious) cousin of Mrs. Pretty and a beautiful young female archeologist married to a stodgy  unromantic male archeologist. (Guess where that goes?) The inquest--an absolutely essential scene about who owns the find--is botched. You have to work backwards to figure out what happened. Worst of all you never see the dramatic results of the excavation. You can see them in the British Museum or online or on a postcard. However you dont see them in the movie. (Maybe the British Museum didnt like the movie and refused to give permission.)All in all what could have been an excellent movie turned out to be pretty good movie. Its worth seeing as long as you dont expect great things. It works well on the small screen. The Dig has a pretty good rating of 7.3. I agreed and rated it 7.,7.0,1940
philipjheil, Could Have Been So Much Better....,As if the true story wasnt good enough they have to drag it out with a sub plot about an archeologist who is obviously gay and his poor sex starved wife.So much of interest here..... The dig the war the three real people and they waste so much time on trivial characters.Could have been so much better.,6.0,1941
